artist,title
the prids,...until the world is beautiful
joanna newsom,ys
johnny cash,at san quentin [legacy edition]
annuals,be he me
johnny and the moon,johnny and the moon
so percussion,amid the noise
various artists,"the complete motown singles, vol. 5: 1965"
michael mayer,immer 2
the places,songs for creeps
sparta,threes
electric six,switzerland
various artists,plague songs
isobel campbell,milkwhite sheets
jhann jhannsson,ibm 1401 - a user's manual
nikki sudden,the truth doesn't matter
ad astra per aspera,catapult calypso
destroyer,we'll build them a golden bridge
various artists,serious times
the skygreen leopards,disciples of california
micah p. hinson,micah p. hinson and the opera circuit
damon mcmahon,mansions
the evens,get evens
willie nelson,songbird
jean-claude vannier,l'enfant assasin des mouches
spanky wilson & the quantic soul orchestra,i'm thankful
takka takka,we feel safer at night
pavement,wowee zowee: sordid sentinels edition
various artists,the harry smith project
peter and the wolf,lightness
cee-lo green,closet freak: the best of cee-lo green the soul machine
this american life,stories of hope and fear
luomo,paper tigers
moby,go: the very best of moby
swan island,the centre will hold
o'death,head home
georgia anne muldrow,olesi: fragments of an earth
the who,endless wire
the exploding hearts,shattered
damien jurado,and now that i'm in your shadow
n0 things,trees
dj mehdi,lucky boy
lady sovereign,public warning!
squarepusher,hello everything
thunderbirds are now!,make history
christopher willits,surf boundaries
favourite sons,down beside your beauty
sunn o))) & boris,altar
various artists,marie antoinette ost
lucero,"rebels, rogues & sworn brothers"
the horrors,we are the horrors ep
outputmessage,nebulae
animal collective,hollinndagain
various artists,the record shop: 30 years of rough trade shops
skullflower,tribulation
plan b,who needs actions when you got words
angela desveaux,wandering eyes
nellie mckay,pretty little head
clark,body riddle
frida hyvnen,until death comes
niobe,white hats
ben kweller,ben kweller
various production,the world is gone
tony conrad,joan of arc
the blow,paper television
hanne hukkelberg,rykestrasse 68
hi-tek,hi-teknology 2: the chip
lindstrm,it's a feedelity affair
various artists,american hardcore: the history of american punk rock 1980-1986
bert jansch,the black swan
"james blackshaw, jack rose, peter walker, sharron kraus, shawn david mcmillen",a raga for peter walker
the battles,tomorrow's eager hands
the walkmen,pussy cats
working for a nuclear free city,working for a nuclear free city
various artists,eccentric soul: mighty mike lenaburg
bobby bare jr.,the longest meow
justice,waters of nazareth
bright eyes,noise floor
various artists,what it is!
tom moulton,a tom moulton mix
young knives,voices of animals and men
the curtains,calamity
lcd soundsystem,45:33
portastatic,be still please
flying canyon,flying canyon
dosh,the lost take
the nice boys,the nice boys
clinic,visitations
cold war kids,robbers and cowards
doubled yellow swans,global clone
alan singley & pants machine,lovingkindness
nicolay,here
peter bjorn and john,writer's block
badly drawn boy,born in the u.k.
viva voce,get yr blood sucked out
joseph arthur,nuclear daydream
envy,insomniac doze
goldfrapp,we are glitter
malajube,trompe-l'oeil
lake of dracula,skeletal remains
born ruffians,born ruffians
rafter,10 songs
tim hecker,harmony in ultraviolet
klaxons,xan valleys ep
120 days,120 days
boduf songs,lion devours the sun
darkel,darkel
chavez,better days will haunt you
oxford collapse,remember the night parties
robbie basho,venus in cancer
the mooney suzuki,the maximum black ep
judah johnson,be where i be
albert hammond jr.,yours to keep
robert pollard,normal happiness
phon,the orm
sunburned hand of the man,the mylar tantrum
tim buckley,the best of tim buckley
beach house,beach house
trentemller,the last resort
aberdeen,what do i wish for now? (singles & extras 1994-2004)
the low lows,fire on the bright sky
easy star all-stars,radiodread
various artists,the dfa remixes: chapter two
the blood brothers,young machetes
xasthur,subliminal genocide
easy star all-stars,radiodread
various artists,the dfa remixes: chapter two
the blood brothers,young machetes
xasthur,subliminal genocide
robyn hitchcock & the venus 3,ol! tarantula
chin up chin up,this harness can't ride anything
wovenhand,mosaic
califone,roots and crowns
various artists,chrome children
lou reed,coney island baby
what made milwaukee famous,trying to never catch up
okkervil river,overboard & down ep
pet shop boys,popart: the hits
ho-ag,the word from pluto
susanna and the magical orchestra,melody mountain 
awesome color,awesome color
the killers,sam's town
subtle,for hero: for fool
rhythm & sound,see mi yah remixes
lisa germano,in the maybe world
teddybears,soft machine
beck,the information
various artists,yeti #4
noxagt,noxagt
as tall as lions,as tall as lions
kaki king,...until we felt red
the decemberists,the crane wife
sean lennon,friendly fire
nina nastasia,on leaving
jeffrey lewis & the jitters,city & eastern songs
canada,this cursed house
the hold steady,boys and girls in america
ludacris,release therapy
mansun,legacy: the best of mansun
silversun pickups,carnavas
jet,shine on
the byrds,there is a season
the dears,gang of losers
hell on wheels,the odd church
the changes,today is tonight
wzt hearts,heat chief
mercury rev,the essential mercury rev: stillness breathes 1991-2006
the lemonheads,the lemonheads
the fix,at the speed of twisted thought
ike yard,1980-82 collected
marble valley,wild yams
four tet,remixes
sparklehorse,dreamt for light years in the belly of a mountain
radio citizen,berlin serengeti
various artists,the kids at the club
jucifer,if thine enemy hunger
my morning jacket,okonokos
the polyphonic spree,wait ep
various artists,the rough guide to planet rock
dani siciliano,slappers
paul schneider,forever debts
seor coconut,el gran baile
scissor sisters,ta-dah!
akron/family,meek warrior
now it's overhead,dark light daybreak
the black neon,arts & crafts
alexi murdoch,time without consequence
jane's addiction,up from the catacombs: the best of jane's addiction
art of noise,and what have you done with my body god?
the sleepy jackson,"personality: one was a spider, one was a bird"
sol seppy,the bells of 1 2
the album leaf,into the blue again
lupe fiasco,food & liquor
wolf eyes,human animal
candy bars,on cutting ti-gers in half and understanding narravation
"acid mothers temple, the melting paraiso u.f.o.",have you seen the other side of the sky?
spencer dickinson,the man who lives for love
mastodon,blood mountain
missy elliott,respect m.e.
bound stems,appreciation night
dr. dog,takers and leavers ep
gosling,here is...
dj shadow,the outsider
emily haines & the soft skeleton,knives don't have your back
brazilian girls,talk to la bomb
channels,waiting for the next end of the world
the big sleep,son of the tiger
bonnie prince billy,the letting go
the hidden cameras,awoo
christina carter,electrice
eric matthews,foundation sounds
scanners,violence is golden
r.e.m.,and i feel fine
various artists,total 7
the whitest boy alive,dreams
catfish haven,tell me
charlotte gainsbourg,5:55
fujiya & miyagi,transparent things
xiu xiu,the air force
richard buckner,meadow
uzeda,stella
daughters,hell songs
justin timberlake,futuresex / lovesounds
magnolia electric co.,fading trails
the capitol years,dance away the terror
hella,acoustics
peeping tom,peeping tom
the rapture,pieces of the people we love
the mars volta,amputechture
tap tap,lanzafame
pony up!,make love to the judges with your eyes
adem,love & other planets
yo la tengo,i am not afraid of you and i will beat your ass
the black keys,magic potion
roman candle,the wee hours revue
arthur russell,another thought
various artists,ethnic minority music of northeast cambodia
the beach boys,pet sounds: 40th anniversary
pinback,nautical antiques
the citizens,post cro-magnon drift
the little ones,sing song ep
the tyde,three's co.
beyonc,b'day
mouse on mars,varcharz
the life force trio,living room
the kingdom,k1
purified in blood,reaper of souls
grizzly bear,yellow house
stereolab,serene velocity: a stereolab anthology
radio birdman,zeno beach
brian posehn,live in: nerd rage!
the grates,gravity won't get you high
basement jaxx,crazy itch radio
prince,ultimate prince
eric bachmann,to the races
various artists,rogue's gallery
the village green,feeling the fall
john cale,paris 1919
pajo,1968
various artists,good god! a gospel funk hymnal
code of honor,complete studio recordings 1982-1984
memphis,a little place in the wilderness
the roots,game theory
various artists,live at kexp volume 2
snowglobe,oxytocin
heartless bastards,all this time
new york dolls,one day it will please us to remember even this
m. ward,post-war
kelis,kelis was here
agalloch,ashes against the grain
spielerfrau,the sad part
supersystem,a million microphones
bob dylan,modern times
hot snakes,thunder down under
unai,digital disco 3
lullaby baxter,garden cities of to-morrow
venice is sinking,sorry about the flowers
broadcast,the future crayon
lambchop,damaged
jennifer o'connor,"over the mountain, across the valley, and back to the stars"
various artists,folk off!
dirty projectors,new attitude ep
the cure,the top
jason molina,let me go let me go let me go
metalux,exoteric
birdmonster,no midnight
public enemy,bring that beat back
the mountain goats,get lonely
chad vangaalen,skelliconnection
dj quik,born and raised in compton: the greatest hits
laura veirs,the triumphs and travails of orphan mae
little annie,songs from the coal mine canary
cursive,happy hollow
j dilla,the shining 
wooden wand and the sky high band,second attention
this will destroy you,young mountain
the minders,"it's a bright, guilty world"
the thermals,"the body, the blood, the machine"
my brightest diamond,bring me the workhorse
wasteland,all versus all
snowden,anti-anti
absentee,schmotime
headlights,kill them with kindness
outkast,idlewild
ratatat,classics
the sadies,in concert volume one
dj khaled,listennn...the album
tortoise,a lazarus taxon
the delgados,the complete bbc peel sessions
tokyo police club,a lesson in crime ep
nouvelle vague,bande a part
rick ross,port of miami
junior boys,so this is goodbye
masta killa,made in brooklyn
alan sparhawk,solo guitar
blood meridian,kick up the dust 
say hi to your mom,impeccable blahs
knut,alter
i'm from barcelona,let me introduce my friends
comets on fire,avatar
so many dynamos,flashlights
eluvium,when i live by the garden and the sea ep
mew,and the glass-handed kites
bonnie prince billy,the cursed sleep ep
unai,a love moderne
my robot friend,dial 0
kalas,kalas
sebadoh,iii
sigur rs,sglpur ep
excepter,alternation
planningtorock,have it all
tam,tam
erase errata,nightlife
the jesus and mary chain,psychocandy
luna,lunafied
ali farka tour,savane
eugene mirman,"en garde, society!"
matthew friedberger,winter women/holy ghost language school
xiu xiu,tu mi piaci ep
the long winters,putting the days to bed
ladyhawk,ladyhawk
meg & dia,something real
les savy fav,3/5
professor murder,rides the subway ep
quantic,an announcement to answer
klee,honeysuckle
weird weeds,weird feelings
spoon,telephono
a cloud mireya,singular
fovea hex,huge ep
priestess,hello master
"forward, russia!",give me a wall
guillemots,through the windowpane
jurassic 5,feedback
